annee,region,zref,pcgapdeptotndpoor
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,17729.39063
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,24842.76563
2014,Hauts Bassins,153530,50227.07813
2014,Hauts Bassins,153530,50227.07813
2014,Hauts Bassins,153530,50227.07813
2014,Hauts Bassins,153530,50227.07813
2014,Hauts Bassins,153530,15386.70313
2014,Hauts Bassins,153530,15386.70313
2014,Hauts Bassins,153530,15386.70313
2014,Hauts Bassins,153530,15386.70313
2014,Hauts Bassins,153530,15386.70313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,17482.95313
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,41566.78125
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,64583.21875
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,22837.52344
2014,Hauts Bassins,153530,63754.21875
2014,Hauts Bassins,153530,63754.21875
2014,Hauts Bassins,153530,63754.21875
2014,Hauts Bassins,153530,63754.21875
2014,Hauts Bassins,153530,63754.21875
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,15670.07813
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,8128.703125
2014,Hauts Bassins,153530,28915.64063
2014,Hauts Bassins,153530,28915.64063
2014,Hauts Bassins,153530,28915.64063
2014,Hauts Bassins,153530,28915.64063
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,10694.125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,15239.28125
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,27937.69531
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,92514.08594
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,14872.82813
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,3650
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,6377.8125
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,31531.64063
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,4611.96875
2014,Hauts Bassins,153530,10470.89063
2014,Hauts Bassins,153530,10470.89063
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,9656.34375
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,10899.42188
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,6799.640625
2014,Hauts Bassins,153530,5960.5
2014,Hauts Bassins,153530,5960.5
2014,Hauts Bassins,153530,5960.5
2014,Hauts Bassins,153530,5960.5
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,50084.35156
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,24017.9375
2014,Hauts Bassins,153530,13981.70313
2014,Hauts Bassins,153530,13981.70313
2014,Hauts Bassins,153530,13981.70313
2014,Hauts Bassins,153530,13981.70313
2014,Hauts Bassins,153530,13981.70313
2014,Hauts Bassins,153530,13981.70313
